id,number,done,comment,id_wo_ex
4832,1,1,,156_32
4833,2,1,,156_32
4834,3,1,,156_32
4835,4,1,,156_32
4836,5,1,,156_32
4837,1,1,,156_23
4838,2,1,,156_23
4839,3,1,,156_23
4840,1,1,,156_12
4841,2,1,,156_12
4842,3,1,,156_12
4843,1,1,,156_13
4844,2,1,,156_13
4845,3,1,,156_13
4846,1,1,,156_18
4847,2,1,,156_18
4848,3,1,,156_18
4866,1,1,,157_1
4867,2,1,,157_1
4868,3,1,,157_1
4869,4,1,,157_1
4870,5,1,,157_1
4871,6,1,,157_1
4872,7,1,,157_1
4873,8,1,,157_1
4874,9,1,,157_1
4875,10,1,,157_1
4876,1,1,,157_42
4877,2,1,,157_42
4878,3,1,,157_42
4879,1,1,,157_16
4880,2,1,,157_16
4881,3,1,,157_16
4882,4,1,,157_16
4905,1,1,2с,158_29
4906,2,1,,158_29
4907,3,1,,158_29
4908,4,1,,158_29
4909,5,1,,158_29
4910,6,1,,158_29
4911,7,1,,158_29
4912,8,1,,158_29
4913,9,1,,158_29
4914,1,1,,158_45
4915,2,1,,158_45
4916,3,1,,158_45
4917,4,1,,158_45
4918,1,1,,158_17
4919,2,1,,158_17
4920,3,1,,158_17
4921,1,1,,158_19
4922,2,1,,158_19
4923,3,1,,158_19
4924,1,1,,158_22
4925,2,1,,158_22
4926,3,1,,158_22
4939,1,1,,159_1
4940,2,1,,159_1
4941,3,1,,159_1
4942,4,1,,159_1
4943,1,1,,159_16
4944,2,1,,159_16
4945,3,1,,159_16
4946,4,1,,159_16
4947,5,1,,159_16
4948,6,1,,159_16
4949,1,1,,159_7
4950,2,1,,159_7
4973,1,1,2с,160_29
4974,2,1,,160_29
4975,3,1,,160_29
4976,4,1,,160_29
4977,5,1,,160_29
4978,6,1,,160_29
4979,7,1,,160_29
4980,8,1,,160_29
4981,9,1,,160_29
4982,1,1,,160_45
4983,2,1,,160_45
4984,3,1,,160_45
4985,4,1,,160_45
4986,1,1,,160_59
4987,2,1,,160_59
4988,3,1,,160_59
4989,1,1,,160_64
4990,2,1,,160_64
4991,3,1,,160_64
4992,1,1,,160_22
4993,2,1,,160_22
4994,3,1,,160_22
5011,1,1,,161_1
5012,2,1,,161_1
5013,3,1,,161_1
5014,4,1,,161_1
5015,5,1,,161_1
5016,6,1,,161_1
5017,7,1,,161_1
5018,8,1,,161_1
5019,9,1,,161_1
5043,1,1,3с,162_29
5044,2,1,,162_29
5045,3,1,,162_29
5046,4,1,,162_29
5047,5,1,,162_29
5048,6,1,,162_29
5049,7,1,,162_29
5050,8,1,,162_29
5051,9,1,,162_29
5052,1,1,,162_15
5053,2,1,,162_15
5054,3,1,,162_15
5055,4,1,,162_15
5056,1,1,,162_13
5057,2,1,,162_13
5058,3,1,,162_13
5059,4,1,,162_13
5060,5,1,,162_13
5061,1,1,,162_48
5062,2,1,,162_48
5063,3,1,,162_48
5064,4,1,,162_48
5065,5,1,,162_48
5080,1,1,,163_31
5081,2,1,,163_31
5082,3,1,,163_31
5083,4,1,,163_31
5084,5,1,,163_31
5085,1,1,,163_3
5086,2,1,,163_3
5087,3,1,,163_3
5088,4,1,,163_3
5089,5,1,,163_3
5090,6,1,,163_3
5091,7,1,,163_3
5092,8,1,,163_3
5093,9,1,,163_3
5094,10,1,,163_3
5095,11,1,,163_3
5119,1,1,5с,164_29
5120,2,1,,164_29
5121,3,1,,164_29
5122,4,1,,164_29
5123,5,1,,164_29
5124,6,1,,164_29
5125,7,1,,164_29
5126,8,1,,164_29
5127,9,1,,164_29
5128,1,1,,164_45
5129,2,1,,164_45
5130,3,1,,164_45
5131,1,1,,164_53
5132,2,1,,164_53
5133,3,1,,164_53
5134,1,1,,164_35
5135,2,1,,164_35
5136,3,1,,164_35
5137,4,1,,164_35
5138,1,1,,164_48
5139,2,1,,164_48
5140,3,1,,164_48
5141,4,1,,164_48
5156,1,1,,165_1
5157,2,1,,165_1
5158,3,1,,165_1
5159,4,1,,165_1
5160,5,1,,165_1
5161,6,1,,165_1
5162,7,1,,165_1
5163,8,1,,165_1
5164,1,1,,165_16
5165,2,1,,165_16
5166,3,1,,165_16
5167,1,1,,165_38
5168,2,1,,165_38
5169,3,1,,165_38
5190,1,1,2с,166_29
5191,2,1,,166_29
5192,3,1,,166_29
5193,4,1,,166_29
5194,5,1,,166_29
5195,6,1,,166_29
5196,7,1,,166_29
5197,8,1,,166_29
5198,9,1,,166_29
5199,1,1,,166_15
5200,2,1,,166_15
5201,3,1,,166_15
5202,1,1,,166_40
5203,2,1,,166_40
5204,3,1,,166_40
5205,4,1,,166_40
5206,5,1,,166_40
5207,1,1,,166_22
5208,2,1,,166_22
5209,3,1,,166_22
5223,1,1,,167_62
5224,2,1,,167_62
5225,3,1,,167_62
5226,1,1,,167_3
5227,2,1,,167_3
5228,3,1,,167_3
5229,4,1,,167_3
5230,5,1,,167_3
5231,6,1,,167_3
5232,7,1,,167_3
5233,8,1,,167_3
5234,9,1,,167_3
5235,10,1,,167_3
5255,1,1,2c,168_29
5256,2,1,,168_29
5257,3,1,,168_29
5258,4,1,,168_29
5259,5,1,,168_29
5260,6,1,,168_29
5261,7,1,,168_29
5262,8,1,,168_29
5263,9,1,,168_29
5264,1,1,,168_45
5265,2,1,,168_45
5266,3,1,,168_45
5267,1,1,,168_17
5268,2,1,,168_17
5269,3,1,,168_17
5270,4,1,,168_17
5271,1,1,,169_1
5272,2,1,,169_1
5273,3,1,,169_1
5274,4,1,,169_1
5275,5,1,,169_1
5276,6,1,,169_1
5284,1,1,,170_2
5285,2,1,,170_2
5286,3,1,,170_2
5287,4,1,,170_2
5288,5,1,,170_2
5289,6,1,,170_2
5290,7,1,,170_2
5291,8,1,,170_2
5292,9,1,,170_2
5300,1,1,,171_1
5301,2,1,,171_1
5302,3,1,,171_1
5303,4,1,,171_1
5304,5,1,,171_1
5305,6,1,,171_1
5306,7,1,,171_1
5307,8,1,,171_1
5308,9,1,,171_1
5309,10,1,,171_1
5318,1,1,,172_3
5319,2,1,,172_3
5320,3,1,,172_3
5321,4,1,,172_3
5322,5,1,,172_3
5323,6,1,,172_3
5324,7,1,,172_3
5325,8,1,,172_3
5345,1,1,,173_1
5346,2,1,,173_1
5347,3,1,,173_1
5348,4,1,,173_1
5349,5,1,,173_1
5350,6,1,,173_1
5351,1,1,,173_2
5352,2,1,,173_2
5353,3,1,,173_2
5354,4,1,,173_2
5355,5,1,,173_2
5356,6,1,,173_2
5357,7,1,,173_2
5358,1,1,,173_17
5359,2,1,,173_17
5360,3,1,,173_17
5361,1,1,,173_22
5362,2,1,,173_22
5363,3,1,,173_22
5371,1,1,,174_3
5372,2,1,,174_3
5373,3,1,,174_3
5374,4,1,,174_3
5375,5,1,,174_3
5376,6,1,,174_3
5377,7,1,,174_3
5396,1,1,,175_15
5397,2,1,,175_15
5398,3,1,,175_15
5399,4,1,,175_15
5400,5,1,,175_15
5401,6,1,,175_15
5402,7,1,,175_15
5403,1,1,,175_23
5404,2,1,,175_23
5405,1,1,,175_35
5406,2,1,,175_35
5407,3,1,,175_35
5408,1,1,,175_40
5409,2,1,,175_40
5410,3,1,,175_40
5411,1,1,,175_48
5412,2,1,,175_48
5413,3,1,,175_48
5422,1,1,,176_1
5423,2,1,,176_1
5424,3,1,,176_1
5425,4,1,,176_1
5426,5,1,,176_1
5427,6,1,,176_1
5428,7,1,,176_1
5429,8,1,,176_1
5478,1,1,,177_2
5479,2,1,,177_2
5480,3,1,,177_2
5481,4,1,,177_2
5482,5,1,,177_2
5483,6,1,,177_2
5484,7,1,,177_2
5485,8,1,,177_2
5486,9,1,,177_2
5487,1,1,,177_23
5488,2,1,,177_23
5489,3,1,,177_23
5490,1,1,,177_32
5491,2,1,,177_32
5492,3,1,,177_32
5493,1,1,,177_17
5494,2,1,,177_17
5495,3,1,,177_17
5496,1,1,,177_19
5497,2,1,,177_19
5498,3,1,,177_19
5499,1,1,,177_22
5500,2,1,,177_22
5501,3,1,,177_22
5515,1,1,,178_3
5516,2,1,,178_3
5517,3,1,,178_3
5518,4,1,,178_3
5519,5,1,,178_3
5520,6,1,,178_3
5521,7,1,,178_3
5522,8,1,,178_3
5523,9,1,,178_3
5524,10,1,,178_3
5525,1,1,,178_5
5526,2,1,,178_5
5527,3,1,,178_5
5554,1,1,,179_2
5555,2,1,,179_2
5556,3,1,,179_2
5557,4,1,,179_2
5558,5,1,,179_2
5559,6,1,,179_2
5560,7,1,,179_2
5561,8,1,,179_2
5562,9,1,,179_2
5563,10,1,,179_2
5564,11,1,,179_2
5565,1,1,,179_9
5566,2,1,,179_9
5567,1,1,,179_23
5568,2,1,,179_23
5569,1,1,,179_35
5570,2,1,,179_35
5571,3,1,,179_35
5572,4,1,,179_35
5573,1,1,,179_24
5574,2,1,,179_24
5575,3,1,,179_24
5576,4,1,,179_24
5577,1,1,,179_25
5578,2,1,,179_25
5579,3,1,,179_25
5588,1,1,,180_1
5589,2,1,,180_1
5590,3,1,,180_1
5591,4,1,,180_1
5592,5,1,,180_1
5593,6,1,,180_1
5594,7,1,,180_1
5595,8,1,,180_1
5618,1,1,,181_45
5619,2,1,,181_45
5620,3,1,,181_45
5621,4,1,,181_45
5622,5,1,,181_45
5623,6,1,,181_45
5624,1,1,,181_2
5625,2,1,,181_2
5626,3,1,,181_2
5627,4,1,,181_2
5628,5,1,,181_2
5629,1,1,,181_23
5630,2,1,,181_23
5631,1,1,,181_17
5632,2,1,,181_17
5633,3,1,,181_17
5634,4,1,,181_17
5635,5,1,,181_17
5636,1,1,,181_48
5637,2,1,,181_48
5638,3,1,,181_48
5639,4,1,,181_48
5656,1,1,,182_1
5657,2,1,,182_1
5658,3,1,,182_1
5659,4,1,,182_1
5660,1,1,,182_16
5661,2,1,,182_16
5662,3,1,,182_16
5663,4,1,,182_16
5664,5,1,,182_16
5665,6,1,,182_16
5666,7,1,,182_16
5667,8,1,,182_16
5668,9,1,,182_16
5669,1,1,,182_38
5670,2,1,,182_38
5671,3,1,,182_38
5693,1,1,,183_2
5694,2,1,,183_2
5695,3,1,,183_2
5696,4,1,,183_2
5697,5,1,,183_2
5698,6,1,,183_2
5699,7,1,,183_2
5700,8,1,,183_2
5701,9,1,,183_2
5702,10,1,,183_2
5703,1,1,,183_33
5704,2,1,,183_33
5705,1,1,,183_32
5706,2,1,,183_32
5707,3,1,,183_32
5708,4,1,,183_32
5709,1,1,,183_35
5710,2,1,,183_35
5711,3,1,,183_35
5712,4,1,,183_35
5713,5,1,,183_35
5722,1,1,,184_1
5723,2,1,,184_1
5724,3,1,,184_1
5725,4,1,,184_1
5726,5,1,,184_1
5727,6,1,,184_1
5728,7,1,,184_1
5729,8,1,,184_1
5780,1,1,,185_45
5781,2,1,,185_45
5782,3,1,,185_45
5783,4,1,,185_45
5784,5,1,,185_45
5785,6,1,,185_45
5786,1,1,,185_2
5787,2,1,,185_2
5788,3,1,,185_2
5789,4,1,,185_2
5790,5,1,,185_2
5791,6,1,,185_2
5792,7,1,,185_2
5793,8,1,,185_2
5794,9,1,,185_2
5795,10,1,,185_2
5796,1,1,,185_23
5797,2,1,,185_23
5798,3,1,,185_23
5799,1,1,,185_40
5800,2,1,,185_40
5801,3,1,,185_40
5802,4,1,,185_40
5803,5,1,,185_40
5804,1,1,,185_18
5805,2,1,,185_18
5806,3,1,,185_18
5807,4,1,,185_18
5823,1,1,,186_3
5824,2,1,,186_3
5825,3,1,,186_3
5826,4,1,,186_3
5827,5,1,,186_3
5828,6,1,,186_3
5829,7,1,,186_3
5830,8,1,,186_3
5831,9,1,,186_3
5832,10,1,,186_3
5833,11,1,,186_3
5834,1,1,,186_7
5835,1,1,,186_5
5836,2,1,,186_5
5837,3,1,,186_5
5847,1,1,,187_1
5848,2,1,,187_1
5849,3,1,,187_1
5850,4,1,,187_1
5851,1,1,,187_2
5852,2,1,,187_2
5853,3,1,,187_2
5854,4,1,,187_2
5855,5,1,,187_2
5868,1,1,,188_3
5869,2,1,,188_3
5870,3,1,,188_3
5871,4,1,,188_3
5872,5,1,,188_3
5873,1,1,,188_2
5874,2,1,,188_2
5875,3,1,,188_2
5876,4,1,,188_2
5877,5,1,,188_2
5878,6,1,,188_2
5879,7,1,,188_2
5892,1,1,,189_1
5893,2,1,,189_1
5894,3,1,,189_1
5895,4,1,,189_1
5896,5,1,,189_1
5897,6,1,,189_1
5898,7,1,,189_1
5899,8,1,,189_1
5900,1,1,,189_3
5901,2,1,,189_3
5902,3,1,,189_3
5903,4,1,,189_3
5923,1,1,,190_2
5924,2,1,,190_2
5925,3,1,,190_2
5926,4,1,,190_2
5927,5,1,,190_2
5928,6,1,,190_2
5929,7,1,,190_2
5930,8,1,,190_2
5931,1,1,,190_32
5932,2,1,,190_32
5933,3,1,,190_32
5934,4,1,,190_32
5935,1,1,,190_24
5936,2,1,,190_24
5937,3,1,,190_24
5938,4,1,,190_24
5939,1,1,,190_65
5940,2,1,,190_65
5941,3,1,,190_65
5955,1,1,,191_1
5956,2,1,,191_1
5957,3,1,,191_1
5958,4,1,,191_1
5959,5,1,,191_1
5960,1,1,,191_16
5961,2,1,,191_16
5962,3,1,,191_16
5963,4,1,,191_16
5964,5,1,,191_16
5965,1,1,,191_38
5966,2,1,,191_38
5967,3,1,,191_38
6012,1,1,,192_2
6013,2,1,,192_2
6014,3,1,,192_2
6015,4,1,,192_2
6016,5,1,,192_2
6017,6,1,,192_2
6018,7,1,,192_2
6019,1,1,,192_8
6020,2,1,,192_8
6021,3,1,,192_8
6022,4,1,,192_8
6023,1,1,,192_35
6024,2,1,,192_35
6025,3,1,,192_35
6026,4,1,,192_35
6027,5,1,,192_35
6028,1,1,,192_68
6029,2,1,,192_68
6030,3,1,,192_68
6031,1,1,,192_25
6032,2,1,,192_25
6033,3,1,,192_25
6055,1,1,,193_1
6056,2,1,,193_1
6057,3,1,,193_1
6058,4,1,,193_1
6059,5,1,,193_1
6060,6,1,,193_1
6061,7,1,,193_1
6062,8,1,,193_1
6063,9,1,,193_1
6064,10,1,,193_1
6065,11,1,,193_1
6066,12,1,,193_1
6067,1,1,,193_3
6068,2,1,,193_3
6069,3,1,,193_3
6070,1,1,,193_38
6071,2,1,,193_38
6072,3,1,,193_38
6073,1,1,,193_5
6074,2,1,,193_5
6075,3,1,,193_5
6100,1,1,,194_2
6101,2,1,,194_2
6102,3,1,,194_2
6103,4,1,,194_2
6104,5,1,,194_2
6105,6,1,,194_2
6106,7,1,,194_2
6107,8,1,,194_2
6108,9,1,,194_2
6109,10,1,,194_2
6110,11,1,,194_2
6111,1,1,,194_8
6112,2,1,,194_8
6113,3,1,,194_8
6114,4,1,,194_8
6115,1,1,,194_14
6116,2,1,,194_14
6117,3,1,,194_14
6118,4,1,,194_14
6119,1,1,,194_40
6120,2,1,,194_40
6121,3,1,,194_40
6122,4,1,,194_40
6123,5,1,,194_40
6135,1,1,,195_1
6136,2,1,,195_1
6137,3,1,,195_1
6138,1,1,,195_16
6139,2,1,,195_16
6140,3,1,,195_16
6141,4,1,,195_16
6142,5,1,,195_16
6143,6,1,,195_16
6144,7,1,,195_16
6145,8,1,,195_16
6168,1,1,,196_2
6169,2,1,,196_2
6170,3,1,,196_2
6171,4,1,,196_2
6172,5,1,,196_2
6173,6,1,,196_2
6174,7,1,,196_2
6175,8,1,После слинга,196_2
6176,9,1,После слинга,196_2
6177,10,1,После слинга,196_2
6178,1,1,,196_15
6179,2,1,,196_15
6180,3,1,,196_15
6181,4,1,,196_15
6182,1,1,,196_40
6183,2,1,,196_40
6184,3,1,,196_40
6185,4,1,,196_40
6186,5,1,,196_40
6187,1,1,,196_22
6188,2,1,,196_22
6189,3,1,,196_22
6218,1,1,,197_1
6219,2,1,,197_1
6220,3,1,,197_1
6221,4,1,,197_1
6222,5,1,,197_1
6223,6,1,,197_1
6224,7,1,,197_1
6225,8,1,,197_1
6226,9,1,,197_1
6227,10,1,,197_1
6228,1,1,,197_3
6229,2,1,,197_3
6230,3,1,,197_3
6231,4,1,,197_3
6246,1,1,,198_2
6247,2,1,,198_2
6248,3,1,,198_2
6249,4,1,,198_2
6250,5,1,,198_2
6251,1,1,,198_32
6252,2,1,,198_32
6253,3,1,,198_32
6254,1,1,,198_24
6255,2,1,,198_24
6256,3,1,,198_24
6257,1,1,,198_40
6258,2,1,,198_40
6259,3,1,,198_40
6261,1,1,,200_2
6262,2,1,,200_2
6263,3,1,,200_2
6264,4,1,,200_2
6265,1,1,,200_1
6266,2,1,,200_1
6267,3,1,,200_1
6268,4,1,,200_1
6269,1,1,,201_2
6270,2,1,,201_2
6271,3,1,,201_2
6272,4,1,,201_2
6273,5,1,,201_2
6274,6,1,,201_2
6275,7,1,,201_2
6276,1,1,,201_6
6277,2,1,,201_6
6278,3,1,,201_6
6279,4,1,,201_6
6280,1,1,,201_53
6281,2,1,,201_53
6282,3,1,,201_53
6283,1,1,,201_24
6284,2,1,,201_24
6285,3,1,,201_24
6286,1,1,,202_1
6287,2,1,,202_1
6288,3,1,,202_1
6289,4,1,,202_1
6290,1,1,,202_16
6291,2,1,,202_16
6292,3,1,,202_16
6293,4,1,,202_16
6294,5,1,,202_16
6295,1,1,,202_38
6296,2,1,,202_38
6297,3,1,,202_38
6298,1,1,,203_2
6299,2,1,,203_2
6300,3,1,,203_2
6301,4,1,,203_2
6302,5,1,,203_2
6303,6,1,,203_2
6304,7,1,,203_2
6305,8,1,,203_2
6306,9,1,,203_2
6307,1,1,,203_32
6308,2,1,,203_32
6309,3,1,,203_32
6310,1,1,,203_24
6311,2,1,,203_24
6312,3,1,,203_24
6313,1,1,,203_46
6314,2,1,,203_46
6315,3,1,,203_46
6316,1,1,,203_14
6317,2,1,,203_14
6318,3,1,,203_14
6319,1,1,,204_1
6320,2,1,,204_1
6321,3,1,,204_1
6322,4,1,,204_1
6323,5,1,,204_1
6324,6,1,,204_1
6325,7,1,,204_1
6326,8,1,,204_1
6327,1,1,,204_62
6328,2,1,,204_62
6329,3,1,,204_62
6330,1,1,,204_3
6331,2,1,,204_3
6332,3,1,,204_3
6333,4,1,,204_3
6349,7,1,,205_2
6350,6,1,,205_2
6351,5,1,,205_2
6352,8,1,,205_2
6353,2,1,,205_2
6354,1,1,,205_2
6355,4,1,,205_2
6356,3,1,,205_2
6357,4,1,,205_32
6358,3,1,,205_32
6359,2,1,,205_32
6360,1,1,,205_32
6361,1,1,,205_35
6362,3,1,,205_35
6363,2,1,,205_35
6364,1,1,,205_40
6365,2,1,,205_40
6366,3,1,,205_40
6370,1,1,,206_1
6371,2,1,,206_1
6372,3,1,,206_1
6373,1,1,,206_16
6374,2,1,,206_16
6375,3,1,,206_16
6376,4,1,,206_16
6377,5,1,,206_16
6378,6,1,,206_16
6379,7,1,,206_16
6380,1,1,,207_45
6381,2,1,,207_45
6382,3,1,,207_45
6383,4,1,,207_45
6384,1,1,,207_15
6385,2,1,,207_15
6386,3,1,,207_15
6387,4,1,,207_15
6388,1,1,,207_23
6389,2,1,,207_23
6390,1,1,,207_17
6391,2,1,,207_17
6392,3,1,,207_17
6393,1,1,,207_19
6394,2,1,,207_19
6395,3,1,,207_19
6396,1,1,,207_48
6397,2,1,,207_48
6398,3,1,,207_48
6399,1,1,,208_62
6400,2,1,,208_62
6401,3,1,,208_62
6402,4,1,,208_62
6403,5,1,,208_62
6404,6,1,,208_62
6405,7,1,,208_62
6406,1,1,,208_31
6407,2,1,,208_31
6408,3,1,,208_31
6409,1,1,,208_16
6410,2,1,,208_16
6411,3,1,,208_16
6412,4,1,,208_16
6413,1,1,,208_38
6414,2,1,,208_38
6415,3,1,,208_38
6416,1,1,,209_2
6417,2,1,,209_2
6418,3,1,,209_2
6419,4,1,,209_2
6420,5,1,,209_2
6421,6,1,,209_2
6422,7,1,,209_2
6423,8,1,,209_2
6424,9,1,,209_2
6425,10,1,,209_2
6426,11,1,,209_2
6427,12,1,,209_2
6428,13,1,,209_2
6429,14,1,,209_2
6430,1,1,,209_69
6431,2,1,,209_69
6432,1,1,35 град,209_9
6433,2,1,35 град,209_9
6434,1,1,,209_35
6435,2,1,,209_35
6436,3,1,,209_35
6437,4,1,,209_35
6438,1,1,Трен техногим,209_61
6439,2,1,,209_61
6440,3,1,,209_61
6441,1,1,,210_1
6442,2,1,,210_1
6443,3,1,,210_1
6444,4,1,,210_1
6445,1,1,,210_16
6446,2,1,,210_16
6447,3,1,,210_16
6448,4,1,,210_16
6449,5,1,,210_16
6450,6,1,,210_16
6451,7,1,,210_16
6452,8,1,,210_16
6453,1,1,,210_7
6454,1,1,,211_2
6455,2,1,,211_2
6456,3,1,,211_2
6457,4,1,,211_2
6458,5,1,,211_2
6459,6,1,,211_2
6460,7,1,,211_2
6461,8,1,,211_2
6462,9,1,,211_2
6463,10,1,,211_2
6464,11,1,,211_2
6465,1,1,,211_32
6466,2,1,,211_32
6467,3,1,,211_32
6468,1,1,,211_39
6469,2,1,,211_39
6470,3,1,,211_39
6471,1,1,,211_40
6472,2,1,,211_40
6473,3,1,,211_40
6474,4,1,,211_40
6475,1,1,,211_60
6476,2,1,,211_60
6477,3,1,,211_60
6478,1,1,,212_1
6479,2,1,,212_1
6480,3,1,,212_1
6481,4,1,,212_1
6482,5,1,,212_1
6483,6,1,,212_1
6484,7,1,,212_1
6485,8,1,,212_1
6486,9,1,,212_1
6487,1,1,,212_16
6488,2,1,,212_16
6489,3,1,,212_16
6490,4,1,,212_16
6491,5,1,,212_16
6492,1,1,,212_38
6493,2,1,,212_38
6494,3,1,,212_38
6495,1,1,,212_5
6496,2,1,,212_5
6497,3,1,,212_5
6498,1,1,,213_2
6499,2,1,,213_2
6500,3,1,,213_2
6501,4,1,,213_2
6502,5,1,,213_2
6503,6,1,,213_2
6504,7,1,,213_2
6505,8,1,,213_2
6506,9,1,,213_2
6507,10,1,,213_2
6508,11,1,,213_2
6509,1,1,,213_32
6510,2,1,,213_32
6511,3,1,,213_32
6512,4,1,,213_32
6513,1,1,,213_23
6514,2,1,,213_23
6515,3,1,,213_23
6516,1,1,,213_24
6517,2,1,,213_24
6518,3,1,,213_24
6519,1,1,,213_14
6520,2,1,,213_14
6521,3,1,,213_14
6522,1,1,,213_22
6523,2,1,,213_22
6524,3,1,,213_22
6525,1,1,,214_42
6526,2,1,,214_42
6527,3,1,,214_42
6528,1,1,,214_16
6529,2,1,,214_16
6530,3,1,,214_16
6531,4,1,,214_16
6532,5,1,,214_16
6533,6,1,,214_16
6534,7,1,,214_16
6535,8,1,,214_16
6536,1,1,,214_7
6537,1,1,,215_2
6538,2,1,,215_2
6539,3,1,,215_2
6540,4,1,,215_2
6541,5,1,,215_2
6542,6,1,,215_2
6543,7,1,,215_2
6544,8,1,,215_2
6545,1,1,,215_53
6546,2,1,,215_53
6547,3,1,,215_53
6548,4,1,,215_53
6549,1,1,,215_39
6550,2,1,,215_39
6551,3,1,,215_39
6552,4,1,,215_39
6553,1,1,,215_12
6554,2,1,,215_12
6555,3,1,,215_12
6556,4,1,,215_12
6557,5,1,,215_12
6558,1,1,,215_60
6559,2,1,,215_60
6560,3,1,,215_60
6561,4,1,,215_60
6562,1,1,,216_1
6563,2,1,,216_1
6564,3,1,,216_1
6565,4,1,,216_1
6566,5,1,,216_1
6567,6,1,,216_1
6568,7,1,,216_1
6569,8,1,,216_1
6570,9,1,,216_1
6571,10,1,,216_1
6572,1,1,,216_7
6573,2,1,,216_7
6575,1,1,,216_5
6576,2,1,,216_5
6577,3,1,,216_5
6605,1,1,,217_2
6606,12,1,,217_2
6607,11,1,,217_2
6608,7,1,,217_2
6609,5,1,,217_2
6610,6,1,,217_2
6611,3,1,,217_2
6612,9,1,,217_2
6613,4,1,,217_2
6614,2,1,,217_2
6615,10,1,,217_2
6616,8,1,,217_2
6617,3,1,,217_8
6618,2,1,,217_8
6619,1,1,,217_8
6620,4,1,,217_8
6621,1,1,,217_24
6622,4,1,,217_24
6623,2,1,,217_24
6624,3,1,,217_24
6625,4,1,,217_35
6626,2,1,,217_35
6627,1,1,,217_35
6628,3,1,,217_35
6629,2,1,,217_48
6630,3,1,,217_48
6631,1,1,,217_48
6632,1,1,,218_31
6633,2,1,,218_31
6634,3,1,,218_31
6635,1,1,,218_16
6636,2,1,,218_16
6637,3,1,,218_16
6638,4,1,,218_16
6639,5,1,,218_16
6640,6,1,,218_16
6641,7,1,,218_16
6642,8,1,,218_16
6643,9,1,,218_16
6644,1,1,,218_7
6645,2,1,,218_7
6646,1,1,,218_5
6647,2,1,,218_5
6648,3,1,,218_5
6649,1,1,,219_15
6650,2,1,,219_15
6651,3,1,,219_15
6652,4,1,,219_15
6653,5,1,,219_15
6654,1,1,,219_2
6655,2,1,,219_2
6656,3,1,,219_2
6657,4,1,,219_2
6658,5,1,,219_2
6659,6,1,,219_2
6660,1,1,,219_17
6661,2,1,,219_17
6662,3,1,,219_17
6663,4,1,,219_17
6664,1,1,,219_24
6665,2,1,,219_24
6666,3,1,,219_24
6667,1,1,,219_48
6668,2,1,,219_48
6669,3,1,,219_48
6670,1,1,,220_1
6671,2,1,,220_1
6672,1,1,,220_4
6673,2,1,,220_4
6674,3,1,,220_4
6675,4,1,,220_4
6676,1,1,,220_43
6677,2,1,,220_43
6678,3,1,,220_43
6679,1,1,,220_37
6680,2,1,,220_37
6685,1,1,,221_1
6686,2,1,,221_1
6687,3,1,,221_1
6688,4,1,,221_1
6689,1,1,,221_7
6690,2,1,,221_7
6691,3,1,,221_7
6692,1,1,,222_2
6693,2,1,,222_2
6694,3,1,,222_2
6695,4,1,,222_2
6696,5,1,,222_2
6697,6,1,,222_2
6698,7,1,,222_2
6699,8,1,,222_2
6700,9,1,,222_2
6701,1,1,,222_23
6702,2,1,,222_23
6703,1,1,,222_24
6704,2,1,,222_24
6705,3,1,,222_24
6706,1,1,,222_35
6707,2,1,,222_35
6708,3,1,,222_35
6709,1,1,,222_40
6710,2,1,,222_40
6711,3,1,,222_40
6712,1,1,,222_22
6713,2,1,,222_22
6714,3,1,,222_22
6715,1,1,,223_2
6716,2,1,,223_2
6717,3,1,,223_2
6718,4,1,,223_2
6719,5,1,,223_2
6720,6,1,,223_2
6721,7,1,,223_2
6722,8,1,,223_2
6724,1,1,,223_1
6725,2,1,,223_1
6726,3,1,,223_1
6727,4,1,,223_1
6728,5,1,,223_1
6729,6,1,,223_1
6730,1,1,,224_3
6731,2,1,,224_3
6732,3,1,,224_3
6733,4,1,,224_3
6734,5,1,,224_3
6735,6,1,,224_3
6736,1,1,,224_17
6737,2,1,,224_17
6738,3,1,,224_17
6739,1,1,,224_19
6740,2,1,,224_19
6741,3,1,,224_19
6742,1,1,,224_48
6743,2,1,,224_48
6744,3,1,,224_48
6745,1,1,,225_2
6746,2,1,,225_2
6747,3,1,,225_2
6748,4,1,,225_2
6749,5,1,,225_2
6750,6,1,,225_2
6751,7,1,,225_2
6752,8,1,,225_2
6753,9,1,,225_2
6754,1,1,Угол 45,225_9
6755,2,1,,225_9
6756,3,1,,225_9
6757,1,1,,225_32
6758,2,1,,225_32
6759,3,1,,225_32
6760,1,1,,225_35
6761,2,1,,225_35
6762,3,1,,225_35
6763,4,1,,225_35
6764,5,1,,225_35
6765,1,1,,225_22
6766,2,1,,225_22
6767,3,1,,225_22
6768,1,1,,226_1
6769,2,1,,226_1
6770,3,1,,226_1
6771,4,1,,226_1
6772,5,1,,226_1
6773,6,1,,226_1
6774,7,1,,226_1
6775,8,1,,226_1
6776,9,1,,226_1
6777,10,1,,226_1
6778,1,1,,226_16
6779,2,1,,226_16
6780,3,1,,226_16
6781,4,1,,226_16
6782,1,1,,226_5
6783,2,1,,226_5
6784,3,1,,226_5
6785,1,1,,227_2
6786,2,1,,227_2
6787,3,1,,227_2
6788,4,1,,227_2
6789,5,1,,227_2
